,k,date,value,var,type
1187,Patricia Manor Place,2026-07-01,859.2717352966449,r,downside
1188,Patricia Manor Place,2026-10-01,859.3475157206267,r,downside
1189,Patricia Manor Place,2027-01-01,866.6567272035415,r,downside
1190,Patricia Manor Place,2027-04-01,874.3102958605848,r,downside
1191,Patricia Manor Place,2027-07-01,876.4464204039685,r,downside
1192,Patricia Manor Place,2027-10-01,877.733923374915,r,downside
1193,Patricia Manor Place,2028-01-01,886.1468677287235,r,downside
1194,Patricia Manor Place,2028-04-01,894.5323323363212,r,downside
1195,Patricia Manor Place,2028-07-01,897.0294183200899,r,downside
1196,Patricia Manor Place,2028-10-01,898.5687897267921,r,downside
1197,Regency - Tanglewood - Marquee - Wildwood,2023-10-01,910.265499831922,r,downside
1198,Regency - Tanglewood - Marquee - Wildwood,2024-01-01,910.2580543821099,r,downside
1199,Regency - Tanglewood - Marquee - Wildwood,2024-04-01,924.5948380348898,r,downside
1200,Regency - Tanglewood - Marquee - Wildwood,2024-07-01,915.0876058798746,r,downside
1201,Regency - Tanglewood - Marquee - Wildwood,2024-10-01,904.6104370955144,r,downside
1202,Regency - Tanglewood - Marquee - Wildwood,2025-01-01,904.8426533875773,r,downside
1203,Regency - Tanglewood - Marquee - Wildwood,2025-04-01,909.7921184178355,r,downside
1204,Regency - Tanglewood - Marquee - Wildwood,2025-07-01,905.1984802723455,r,downside
1205,Regency - Tanglewood - Marquee - Wildwood,2025-10-01,900.6447108430824,r,downside
1206,Regency - Tanglewood - Marquee - Wildwood,2026-01-01,906.8725278678336,r,downside
1207,Regency - Tanglewood - Marquee - Wildwood,2026-04-01,916.703240979695,r,downside
1208,Regency - Tanglewood - Marquee - Wildwood,2026-07-01,916.2590169743635,r,downside
1209,Regency - Tanglewood - Marquee - Wildwood,2026-10-01,914.7647559791563,r,downside
1210,Regency - Tanglewood - Marquee - Wildwood,2027-01-01,923.9452272620231,r,downside
1211,Regency - Tanglewood - Marquee - Wildwood,2027-04-01,936.4748413937632,r,downside
1212,Regency - Tanglewood - Marquee - Wildwood,2027-07-01,937.348272980307,r,downside
1213,Regency - Tanglewood - Marquee - Wildwood,2027-10-01,936.4369377797699,r,downside
1214,Regency - Tanglewood - Marquee - Wildwood,2028-01-01,945.9396337086163,r,downside
1215,Regency - Tanglewood - Marquee - Wildwood,2028-04-01,958.4224421868399,r,downside
1216,Regency - Tanglewood - Marquee - Wildwood,2028-07-01,959.2991672717268,r,downside
1217,Regency - Tanglewood - Marquee - Wildwood,2028-10-01,958.5296013339707,r,downside
1218,Sutton Place,2023-10-01,842.8843412202657,r,downside
1219,Sutton Place,2024-01-01,843.2952774454799,r,downside
1220,Sutton Place,2024-04-01,840.8264336113906,r,downside
1221,Sutton Place,2024-07-01,830.3861301599761,r,downside
1222,Sutton Place,2024-10-01,820.6904904349759,r,downside
1223,Sutton Place,2025-01-01,818.4542175223754,r,downside
1224,Sutton Place,2025-04-01,817.9975030650736,r,downside
1225,Sutton Place,2025-07-01,814.1131657805438,r,downside
1226,Sutton Place,2025-10-01,811.0523204385585,r,downside
1227,Sutton Place,2026-01-01,815.261354230983,r,downside
1228,Sutton Place,2026-04-01,820.3984689342445,r,downside
1229,Sutton Place,2026-07-01,820.3812082143912,r,downside
1230,Sutton Place,2026-10-01,820.4535588262307,r,downside
1231,Sutton Place,2027-01-01,827.4319563472176,r,downside
1232,Sutton Place,2027-04-01,834.739125481379,r,downside
1233,Sutton Place,2027-07-01,836.7785693055059,r,downside
1234,Sutton Place,2027-10-01,838.0078000592907,r,downside
1235,Sutton Place,2028-01-01,846.039975644858,r,downside
1236,Sutton Place,2028-04-01,854.0459152139575,r,downside
1237,Sutton Place,2028-07-01,856.4299834105823,r,downside
1238,Sutton Place,2028-10-01,857.8996830674494,r,downside
1239,Turks (Approx) - Miami S. Beach 5 stars,2023-10-01,5015.261253065663,r,downside
1240,Turks (Approx) - Miami S. Beach 5 stars,2024-01-01,5015.150633397564,r,downside
1241,Turks (Approx) - Miami S. Beach 5 stars,2024-04-01,4936.08909522859,r,downside
1242,Turks (Approx) - Miami S. Beach 5 stars,2024-07-01,4917.781658549943,r,downside
1243,Turks (Approx) - Miami S. Beach 5 stars,2024-10-01,4946.080624076047,r,downside
1244,Turks (Approx) - Miami S. Beach 5 stars,2025-01-01,4850.205459748441,r,downside
1245,Turks (Approx) - Miami S. Beach 5 stars,2025-04-01,4785.145806214072,r,downside
1246,Turks (Approx) - Miami S. Beach 5 stars,2025-07-01,4838.968795607866,r,downside
1247,Turks (Approx) - Miami S. Beach 5 stars,2025-10-01,4607.0115020243,r,downside
1248,Turks (Approx) - Miami S. Beach 5 stars,2026-01-01,4641.018626942241,r,downside
1249,Turks (Approx) - Miami S. Beach 5 stars,2026-04-01,4779.073361113116,r,downside
1250,Turks (Approx) - Miami S. Beach 5 stars,2026-07-01,4832.391637798375,r,downside
1251,Turks (Approx) - Miami S. Beach 5 stars,2026-10-01,4776.33779234623,r,downside
1252,Turks (Approx) - Miami S. Beach 5 stars,2027-01-01,4864.208927993289,r,downside
1253,Turks (Approx) - Miami S. Beach 5 stars,2027-04-01,4935.576630728815,r,downside
1254,Turks (Approx) - Miami S. Beach 5 stars,2027-07-01,4952.292657453181,r,downside
1255,Turks (Approx) - Miami S. Beach 5 stars,2027-10-01,4956.336968808923,r,downside
1256,Turks (Approx) - Miami S. Beach 5 stars,2028-01-01,5010.735410821393,r,downside
1257,Turks (Approx) - Miami S. Beach 5 stars,2028-04-01,5071.956572514378,r,downside
1258,Turks (Approx) - Miami S. Beach 5 stars,2028-07-01,5072.551878383716,r,downside
1259,Turks (Approx) - Miami S. Beach 5 stars,2028-10-01,5062.207138225105,r,downside
1260,el retiro Farm,2023-10-01,,r,downside
1261,el retiro Farm,2024-01-01,,r,downside
1262,el retiro Farm,2024-04-01,,r,downside
1263,el retiro Farm,2024-07-01,,r,downside
1264,el retiro Farm,2024-10-01,,r,downside
1265,el retiro Farm,2025-01-01,,r,downside
1266,el retiro Farm,2025-04-01,,r,downside
1267,el retiro Farm,2025-07-01,,r,downside
1268,el retiro Farm,2025-10-01,,r,downside
1269,el retiro Farm,2026-01-01,,r,downside
1270,el retiro Farm,2026-04-01,,r,downside
1271,el retiro Farm,2026-07-01,,r,downside
1272,el retiro Farm,2026-10-01,,r,downside
1273,el retiro Farm,2027-01-01,,r,downside
1274,el retiro Farm,2027-04-01,,r,downside
1275,el retiro Farm,2027-07-01,,r,downside
1276,el retiro Farm,2027-10-01,,r,downside
1277,el retiro Farm,2028-01-01,,r,downside
1278,el retiro Farm,2028-04-01,,r,downside
1279,el retiro Farm,2028-07-01,,r,downside
1280,el retiro Farm,2028-10-01,,r,downside
1281,la moraleja Property,2023-10-01,,r,downside
1282,la moraleja Property,2024-01-01,,r,downside
1283,la moraleja Property,2024-04-01,,r,downside
1284,la moraleja Property,2024-07-01,,r,downside
1285,la moraleja Property,2024-10-01,,r,downside
1286,la moraleja Property,2025-01-01,,r,downside
1287,la moraleja Property,2025-04-01,,r,downside
1288,la moraleja Property,2025-07-01,,r,downside
1289,la moraleja Property,2025-10-01,,r,downside
1290,la moraleja Property,2026-01-01,,r,downside
1291,la moraleja Property,2026-04-01,,r,downside
1292,la moraleja Property,2026-07-01,,r,downside
1293,la moraleja Property,2026-10-01,,r,downside
1294,la moraleja Property,2027-01-01,,r,downside
1295,la moraleja Property,2027-04-01,,r,downside
1296,la moraleja Property,2027-07-01,,r,downside
1297,la moraleja Property,2027-10-01,,r,downside
1298,la moraleja Property,2028-01-01,,r,downside
1299,la moraleja Property,2028-04-01,,r,downside
1300,la moraleja Property,2028-07-01,,r,downside
1301,la moraleja Property,2028-10-01,,r,downside
1302,la volcana Apartments,2023-10-01,,r,downside
1303,la volcana Apartments,2024-01-01,,r,downside
1304,la volcana Apartments,2024-04-01,,r,downside
1305,la volcana Apartments,2024-07-01,,r,downside
1306,la volcana Apartments,2024-10-01,,r,downside
1307,la volcana Apartments,2025-01-01,,r,downside
1308,la volcana Apartments,2025-04-01,,r,downside
1309,la volcana Apartments,2025-07-01,,r,downside
1310,la volcana Apartments,2025-10-01,,r,downside
1311,la volcana Apartments,2026-01-01,,r,downside
1312,la volcana Apartments,2026-04-01,,r,downside
1313,la volcana Apartments,2026-07-01,,r,downside
1314,la volcana Apartments,2026-10-01,,r,downside
1315,la volcana Apartments,2027-01-01,,r,downside
1316,la volcana Apartments,2027-04-01,,r,downside
1317,la volcana Apartments,2027-07-01,,r,downside
1318,la volcana Apartments,2027-10-01,,r,downside
1319,la volcana Apartments,2028-01-01,,r,downside
1320,la volcana Apartments,2028-04-01,,r,downside
1321,la volcana Apartments,2028-07-01,,r,downside
1322,la volcana Apartments,2028-10-01,,r,downside
1323,lagasca Property,2023-10-01,,r,downside
1324,lagasca Property,2024-01-01,,r,downside
1325,lagasca Property,2024-04-01,,r,downside
1326,lagasca Property,2024-07-01,,r,downside
1327,lagasca Property,2024-10-01,,r,downside
1328,lagasca Property,2025-01-01,,r,downside
1329,lagasca Property,2025-04-01,,r,downside
1330,lagasca Property,2025-07-01,,r,downside
1331,lagasca Property,2025-10-01,,r,downside
1332,lagasca Property,2026-01-01,,r,downside
1333,lagasca Property,2026-04-01,,r,downside
1334,lagasca Property,2026-07-01,,r,downside
1335,lagasca Property,2026-10-01,,r,downside
1336,lagasca Property,2027-01-01,,r,downside
1337,lagasca Property,2027-04-01,,r,downside
1338,lagasca Property,2027-07-01,,r,downside
1339,lagasca Property,2027-10-01,,r,downside
1340,lagasca Property,2028-01-01,,r,downside
1341,lagasca Property,2028-04-01,,r,downside
1342,lagasca Property,2028-07-01,,r,downside
1343,lagasca Property,2028-10-01,,r,downside
1344,Patricia Manor Place,2023-10-01,882.841639085221,r,rateshock
1345,Patricia Manor Place,2024-01-01,883.2720559204683,r,rateshock
1346,Patricia Manor Place,2024-04-01,880.6861754733629,r,rateshock
1347,Patricia Manor Place,2024-07-01,869.7509449075063,r,rateshock
1348,Patricia Manor Place,2024-10-01,859.5956791750726,r,rateshock
1349,Patricia Manor Place,2025-01-01,857.2533947748857,r,rateshock
1350,Patricia Manor Place,2025-04-01,856.7750295705986,r,rateshock
1351,Patricia Manor Place,2025-07-01,852.7065535919495,r,rateshock
1352,Patricia Manor Place,2025-10-01,849.5006075486376,r,rateshock
1353,Patricia Manor Place,2026-01-01,853.9091724140017,r,rateshock
1354,Patricia Manor Place,2026-04-01,859.2898142684112,r,rateshock
1355,Patricia Manor Place,2026-07-01,859.2717352966449,r,rateshock
1356,Patricia Manor Place,2026-10-01,859.3475157206267,r,rateshock
1357,Patricia Manor Place,2027-01-01,866.6567272035415,r,rateshock
1358,Patricia Manor Place,2027-04-01,874.3102958605848,r,rateshock
1359,Patricia Manor Place,2027-07-01,876.4464204039685,r,rateshock
1360,Patricia Manor Place,2027-10-01,877.733923374915,r,rateshock
1361,Patricia Manor Place,2028-01-01,886.1468677287235,r,rateshock
1362,Patricia Manor Place,2028-04-01,894.5323323363212,r,rateshock
1363,Patricia Manor Place,2028-07-01,897.0294183200899,r,rateshock
1364,Patricia Manor Place,2028-10-01,898.5687897267921,r,rateshock
1365,Regency - Tanglewood - Marquee - Wildwood,2023-10-01,910.265499831922,r,rateshock
1366,Regency - Tanglewood - Marquee - Wildwood,2024-01-01,910.2580543821099,r,rateshock
1367,Regency - Tanglewood - Marquee - Wildwood,2024-04-01,924.5948380348898,r,rateshock
1368,Regency - Tanglewood - Marquee - Wildwood,2024-07-01,915.0876058798746,r,rateshock
1369,Regency - Tanglewood - Marquee - Wildwood,2024-10-01,904.6104370955144,r,rateshock
1370,Regency - Tanglewood - Marquee - Wildwood,2025-01-01,904.8426533875773,r,rateshock
1371,Regency - Tanglewood - Marquee - Wildwood,2025-04-01,909.7921184178355,r,rateshock
1372,Regency - Tanglewood - Marquee - Wildwood,2025-07-01,905.1984802723455,r,rateshock
1373,Regency - Tanglewood - Marquee - Wildwood,2025-10-01,900.6447108430824,r,rateshock
1374,Regency - Tanglewood - Marquee - Wildwood,2026-01-01,906.8725278678336,r,rateshock
1375,Regency - Tanglewood - Marquee - Wildwood,2026-04-01,916.703240979695,r,rateshock
1376,Regency - Tanglewood - Marquee - Wildwood,2026-07-01,916.2590169743635,r,rateshock
1377,Regency - Tanglewood - Marquee - Wildwood,2026-10-01,914.7647559791563,r,rateshock
1378,Regency - Tanglewood - Marquee - Wildwood,2027-01-01,923.9452272620231,r,rateshock
1379,Regency - Tanglewood - Marquee - Wildwood,2027-04-01,936.4748413937632,r,rateshock
1380,Regency - Tanglewood - Marquee - Wildwood,2027-07-01,937.348272980307,r,rateshock
1381,Regency - Tanglewood - Marquee - Wildwood,2027-10-01,936.4369377797699,r,rateshock
1382,Regency - Tanglewood - Marquee - Wildwood,2028-01-01,945.9396337086163,r,rateshock
1383,Regency - Tanglewood - Marquee - Wildwood,2028-04-01,958.4224421868399,r,rateshock
1384,Regency - Tanglewood - Marquee - Wildwood,2028-07-01,959.2991672717268,r,rateshock
1385,Regency - Tanglewood - Marquee - Wildwood,2028-10-01,958.5296013339707,r,rateshock
1386,Sutton Place,2023-10-01,842.8843412202657,r,rateshock
1387,Sutton Place,2024-01-01,843.2952774454799,r,rateshock
1388,Sutton Place,2024-04-01,840.8264336113906,r,rateshock
1389,Sutton Place,2024-07-01,830.3861301599761,r,rateshock
1390,Sutton Place,2024-10-01,820.6904904349759,r,rateshock
1391,Sutton Place,2025-01-01,818.4542175223754,r,rateshock
1392,Sutton Place,2025-04-01,817.9975030650736,r,rateshock
1393,Sutton Place,2025-07-01,814.1131657805438,r,rateshock
1394,Sutton Place,2025-10-01,811.0523204385585,r,rateshock
1395,Sutton Place,2026-01-01,815.261354230983,r,rateshock
1396,Sutton Place,2026-04-01,820.3984689342445,r,rateshock
1397,Sutton Place,2026-07-01,820.3812082143912,r,rateshock
1398,Sutton Place,2026-10-01,820.4535588262307,r,rateshock
1399,Sutton Place,2027-01-01,827.4319563472176,r,rateshock
1400,Sutton Place,2027-04-01,834.739125481379,r,rateshock
1401,Sutton Place,2027-07-01,836.7785693055059,r,rateshock
1402,Sutton Place,2027-10-01,838.0078000592907,r,rateshock
1403,Sutton Place,2028-01-01,846.039975644858,r,rateshock
1404,Sutton Place,2028-04-01,854.0459152139575,r,rateshock
1405,Sutton Place,2028-07-01,856.4299834105823,r,rateshock
1406,Sutton Place,2028-10-01,857.8996830674494,r,rateshock
1407,Turks (Approx) - Miami S. Beach 5 stars,2023-10-01,5015.261253065663,r,rateshock
1408,Turks (Approx) - Miami S. Beach 5 stars,2024-01-01,5015.150633397564,r,rateshock
1409,Turks (Approx) - Miami S. Beach 5 stars,2024-04-01,4936.08909522859,r,rateshock
1410,Turks (Approx) - Miami S. Beach 5 stars,2024-07-01,4917.781658549943,r,rateshock
1411,Turks (Approx) - Miami S. Beach 5 stars,2024-10-01,4946.080624076047,r,rateshock
1412,Turks (Approx) - Miami S. Beach 5 stars,2025-01-01,4850.205459748441,r,rateshock
1413,Turks (Approx) - Miami S. Beach 5 stars,2025-04-01,4785.145806214072,r,rateshock
1414,Turks (Approx) - Miami S. Beach 5 stars,2025-07-01,4838.968795607866,r,rateshock
1415,Turks (Approx) - Miami S. Beach 5 stars,2025-10-01,4607.0115020243,r,rateshock
1416,Turks (Approx) - Miami S. Beach 5 stars,2026-01-01,4641.018626942241,r,rateshock
1417,Turks (Approx) - Miami S. Beach 5 stars,2026-04-01,4779.073361113116,r,rateshock
1418,Turks (Approx) - Miami S. Beach 5 stars,2026-07-01,4832.391637798375,r,rateshock
1419,Turks (Approx) - Miami S. Beach 5 stars,2026-10-01,4776.33779234623,r,rateshock
1420,Turks (Approx) - Miami S. Beach 5 stars,2027-01-01,4864.208927993289,r,rateshock
1421,Turks (Approx) - Miami S. Beach 5 stars,2027-04-01,4935.576630728815,r,rateshock
1422,Turks (Approx) - Miami S. Beach 5 stars,2027-07-01,4952.292657453181,r,rateshock
1423,Turks (Approx) - Miami S. Beach 5 stars,2027-10-01,4956.336968808923,r,rateshock
1424,Turks (Approx) - Miami S. Beach 5 stars,2028-01-01,5010.735410821393,r,rateshock
1425,Turks (Approx) - Miami S. Beach 5 stars,2028-04-01,5071.956572514378,r,rateshock
1426,Turks (Approx) - Miami S. Beach 5 stars,2028-07-01,5072.551878383716,r,rateshock
1427,Turks (Approx) - Miami S. Beach 5 stars,2028-10-01,5062.207138225105,r,rateshock
1428,el retiro Farm,2023-10-01,,r,rateshock
1429,el retiro Farm,2024-01-01,,r,rateshock
1430,el retiro Farm,2024-04-01,,r,rateshock
1431,el retiro Farm,2024-07-01,,r,rateshock
1432,el retiro Farm,2024-10-01,,r,rateshock
1433,el retiro Farm,2025-01-01,,r,rateshock
1434,el retiro Farm,2025-04-01,,r,rateshock
1435,el retiro Farm,2025-07-01,,r,rateshock
1436,el retiro Farm,2025-10-01,,r,rateshock
1437,el retiro Farm,2026-01-01,,r,rateshock
1438,el retiro Farm,2026-04-01,,r,rateshock
1439,el retiro Farm,2026-07-01,,r,rateshock
1440,el retiro Farm,2026-10-01,,r,rateshock
1441,el retiro Farm,2027-01-01,,r,rateshock
